LAMMPS data file generated by STL2LMP v6.0 / 14 Aug 2019 on Wed Feb 12 15:19:29 2020

   6523 atoms
   1811 bonds
    746 angles

   8 atom types
   4 bond types
   1 angle types

 -4.112318398e+01  1.060681602e+01 xlo xhi
 -2.306134546e+01 -7.439454570e-01 ylo yhi
 -3.415500000e+01  3.415500000e+01 zlo zhi
  1.476600000e+01  0.000000000e+00  0.000000000e+00 xy xz yz

Masses

   1  15.999000 # O
   2  40.078000 # Ca
   3  28.085000 # Si
   4   1.007940 # H
   5  15.999000 # Oh
   6  15.999000 # Ow
   7  40.078000 # Cw
   8   1.007940 # Hw

Pair Coeffs

   1 0.0000000000e+00 0.0000000000e+00 # O
   2 0.0000000000e+00 0.0000000000e+00 # Ca
   3 0.0000000000e+00 0.0000000000e+00 # Si
   4 0.0000000000e+00 0.0000000000e+00 # H
   5 0.0000000000e+00 0.0000000000e+00 # Oh
   6 0.0000000000e+00 0.0000000000e+00 # Ow
   7 0.0000000000e+00 0.0000000000e+00 # Cw
   8 0.0000000000e+00 0.0000000000e+00 # Hw

Bond Coeffs

   1 0.0000e+00 0.0000e+00 # Ow-Hw
   2 0.0000e+00 0.0000e+00 # Oh-H
   3 0.0000e+00 0.0000e+00 # O-Si
   4 0.0000e+00 0.0000e+00 # Oh-Si

Angle Coeffs

   1 0.0000e+00 0.0000e+00 # Hw-Ow-Hw

Atoms # full

      1      1   1 -1.214115221e+00 -1.561749024e+01 -1.961696127e+01  9.353911892e+00   1   0   0 # O
      2      1   2  1.430000000e+00 -1.384482531e+01 -1.813285669e+01 -0.000000000e+00   1   0   0 # Ca
      3      1   5 -1.074115221e+00 -6.465617248e+00 -1.004281293e+00  2.573008870e+00   0   0   0 # Oh
      4      1   5 -1.074115221e+00 -2.123242788e+01 -2.193796693e+01  4.804467890e+00   1   0   0 # Oh
      5      1   1 -1.214115221e+00 -1.384306766e+01 -2.092252695e+01  7.923956520e+00   1   0   0 # O
      6      1   7  1.700000000e+00 -1.570624758e+01 -1.949421578e+01  4.508458020e+00   1   0   0 # Cw
      7      1   7  1.700000000e+00 -1.940124757e+01 -1.949421578e+01  4.508458020e+00   1   0   0 # Cw
      8      1   2  1.430000000e+00 -1.384482531e+01 -1.813285669e+01  9.404005870e+00   1   0   0 # Ca
      9      1   5 -1.074115221e+00 -1.753754037e+01 -2.175942803e+01  4.850007870e+00   1   0   0 # Oh
     10      1   1 -1.214115221e+00 -1.997676766e+01 -2.092252695e+01  2.732398800e+00   1   0   0 # O
     11      1   1 -1.214115221e+00 -1.561214657e+01 -2.223367197e+01  9.353911892e+00   1   0   0 # O
     12      1   1 -1.214115221e+00 -1.930510024e+01 -1.961696127e+01  4.303528110e-01   1   0   0 # O
     13      1   2  1.430000000e+00 -1.753982531e+01 -1.813285669e+01 -0.000000000e+00   1   0   0 # Ca
     14      1   3  1.720000000e+00 -1.537279766e+01 -2.092252695e+01  8.470436280e+00   1   0   0 # Si
     15      1   1 -1.214115221e+00 -1.631871766e+01 -2.092252695e+01  7.058696900e+00   1   0   0 # O
     16      1   1 -1.214115221e+00 -1.942334024e+01 -1.961696127e+01  9.353911892e+00   1   0   0 # O
     17      1   1 -1.214115221e+00 -1.753806766e+01 -2.092252695e+01  1.753289230e+00   1   0   0 # O
     18      1   1 -1.214115221e+00 -1.942538657e+01 -2.223367197e+01  9.353911892e+00   1   0   0 # O
     19      1   1 -1.214115221e+00 -1.930714657e+01 -2.223367197e+01  4.303528110e-01   1   0   0 # O
     20      1   3  1.720000000e+00 -1.906779766e+01 -2.092252695e+01  1.275119440e+00   1   0   0 # Si
     21      1   3  1.720000000e+00 -2.123242788e+01 -2.193796693e+01  3.210568590e+00   1   0   0 # Si
     22      1   3  1.720000000e+00 -1.965899766e+01 -2.092252695e+01  8.493206270e+00   1   0   0 # Si
     23      1   2  1.430000000e+00 -1.753982531e+01 -1.813285669e+01  9.404005870e+00   1   0   0 # Ca
     24      1   1 -1.214115221e+00 -1.761290273e+01 -1.943842237e+01  2.073890689e+01   1   0   0 # O
     25      1   2  1.430000000e+00 -1.938556766e+01 -2.092252695e+01  1.138499500e+01   1   0   0 # Ca
     26      1   1 -1.214115221e+00 -1.750739640e+01 -1.682171167e+01  1.181534781e+01   1   0   0 # O
     27      1   5 -1.074115221e+00 -1.199796509e+01 -1.711741672e+01  1.618946289e+01   1   0   0 # Oh
     28      1   1 -1.214115221e+00 -1.199732531e+01 -1.813285669e+01  1.930895152e+01   1   0   0 # O
     29      1   1 -1.214115221e+00 -1.750205273e+01 -1.943842237e+01  1.181534781e+01   1   0   0 # O
     30      1   7  1.700000000e+00 -1.752414539e+01 -1.956116786e+01  1.589345302e+01   1   0   0 # Cw
     31      1   7  1.700000000e+00 -1.382914539e+01 -1.956116786e+01  1.589345302e+01   1   0   0 # Cw
     32      1   5 -1.074115221e+00 -1.569012430e+01 -1.576163697e+01  1.835261194e+01   1   0   0 # Oh
     33      1   2  1.430000000e+00 -1.938556766e+01 -2.092252695e+01  2.078900087e+01   1   0   0 # Ca
     34      1   5 -1.074115221e+00 -1.569285260e+01 -1.729595561e+01  1.623500287e+01   1   0   0 # Oh
     35      1   1 -1.214115221e+00 -1.325362531e+01 -1.813285669e+01  1.411739380e+01   1   0   0 # O
     36      1   1 -1.214115221e+00 -1.761824640e+01 -1.682171167e+01  2.073890689e+01   1   0   0 # O
     37      1   1 -1.214115221e+00 -1.462077531e+01 -1.813285669e+01  1.844369190e+01   1   0   0 # O
     38      1   1 -1.214115221e+00 -1.392529273e+01 -1.943842237e+01  1.181534781e+01   1   0   0 # O
     39      1   3  1.720000000e+00 -1.726639530e+01 -1.813285669e+01  1.266011444e+01   1   0   0 # Si
     40      1   2  1.430000000e+00 -1.569056766e+01 -2.092252695e+01  1.138499500e+01   1   0   0 # Ca
     41      1   3  1.720000000e+00 -1.569290884e+01 -1.720668617e+01  1.780613218e+01   1   0   0 # Si
     42      1   3  1.720000000e+00 -1.785759531e+01 -1.813285669e+01  1.985543128e+01   1   0   0 # Si
     43      1   1 -1.214115221e+00 -1.691167530e+01 -1.813285669e+01  1.844369190e+01   1   0   0 # O
     44      1   1 -1.214115221e+00 -1.380705273e+01 -1.943842237e+01  2.073890689e+01   1   0   0 # O
     45      1   1 -1.214115221e+00 -1.569232531e+01 -1.813285669e+01  1.313828423e+01   1   0   0 # O
     46      1   1 -1.214115221e+00 -1.380500640e+01 -1.682171167e+01  2.073890689e+01   1   0   0 # O
     47      1   1 -1.214115221e+00 -1.392324640e+01 -1.682171167e+01  1.181534781e+01   1   0   0 # O
     48      1   3  1.720000000e+00 -1.416259530e+01 -1.813285669e+01  1.266011444e+01   1   0   0 # Si
     49      1   3  1.720000000e+00 -1.357139530e+01 -1.813285669e+01  1.987820127e+01   1   0   0 # Si
     50      1   2  1.430000000e+00 -1.569056766e+01 -2.092252695e+01  2.078900087e+01   1   0   0 # Ca
     51      1   2  1.430000000e+00 -1.015334060e+01 -1.255351617e+01 -0.000000000e+00   1   0   0 # Ca
     52      1   5 -1.074115221e+00 -1.754007138e+01 -1.774230285e+01  2.573008870e+00   1   0   0 # Oh
     53      1   1 -1.214115221e+00 -1.203151186e+01 -1.665433145e+01  4.303528110e-01   1   0   0 # O
     54      1   5 -1.074115221e+00 -1.754094317e+01 -1.635862640e+01  4.804467890e+00   1   0   0 # Oh
     55      1   1 -1.214115221e+00 -1.015158295e+01 -1.534318643e+01  7.923956520e+00   1   0   0 # O
